"","functionName","fileLocation","declarationStmts","executableStmts","conditionalStmts","loopStmts","returnStmts","parametersCount","callExprs","newExprs","assignmentExprs","memberExprs","cluster"
"117","[566] limparCamposPesquisa","D:\apps\wproc\src\main\webapp\Web\wproc\AcessoVista\ConsultarAcessoVistaEletronica.xhtml?29:9-43:9?7:16-12:17",0,4,0,0,0,0,8,0,0,4,4
"118","[574] preencherTodosJuntar","D:\apps\wproc\src\main\webapp\Web\wproc\Acao\PainelConcluirAcao.xhtml?22:5-140:5?21:4-34:5",1,4,1,0,0,1,7,0,0,4,4
"119","[576] preencherTodosAssinar","D:\apps\wproc\src\main\webapp\Web\wproc\Acao\PainelConcluirAcao.xhtml?22:5-140:5?10:4-19:5",1,3,1,0,0,1,6,0,0,4,4
"120","[592] exibirResultadoConsulta","D:\apps\wmgmt\src\main\webapp\Web\wmgmt\VisualizaProcesso\VisualizaProcesso.html?289:32-479:32?37:5-42:6",0,4,0,0,0,0,8,0,0,4,4
"121","[593] exibirParametrosConsulta","D:\apps\wmgmt\src\main\webapp\Web\wmgmt\VisualizaProcesso\VisualizaProcesso.html?289:32-479:32?28:5-35:6",0,4,0,0,0,0,8,0,0,4,4
"122","[839] atualizarListaArquivosASeremAnexados","D:\apps\wdoc\src\main\webapp\Web\wdoc\AnexarDocumentos\AnexarDocumentos.xhtml?17:6-145:1?64:8-71:9",0,3,1,0,0,1,6,0,0,4,4
"123","[1263] 21:8-32:8?2:9-11:3 (expr)","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\InstrucaoGabinete\Redistribuir.xhtml?21:8-32:8?2:9-11:3",0,3,0,0,0,1,6,0,0,3,4
"124","[1294] 122:8-149:8?2:9-11:3 (expr)","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\InstrucaoGabinete\Distribuir.xhtml?122:8-149:8?2:9-11:3",0,3,0,0,0,1,6,0,0,3,4
"125","[397] callbackComentario","D:\apps\wproc\src\main\webapp\Web\wproc\DetalhaProcesso.xhtml?24:13-81:13?47:16-55:17",1,2,2,0,0,0,2,0,1,9,5
"126","[737] mostraDivItemNaoDigitalizavel","D:\apps\wdoc\src\main\webapp\Web\wdoc\MantemRegistroEntrada\scripts\CadastraRegistroEntrada.js?2:1-15:5",2,2,2,0,0,0,4,0,2,10,5
"127","[766] mostraDivExisteProcesso","D:\apps\wdoc\src\main\webapp\Web\wdoc\GereSituacaoRegistroEntrada\scripts\MantemDocumento.js?20:0-35:1",2,2,3,0,0,0,4,0,2,10,5
"128","[776] callbackComentario","D:\apps\wdoc\src\main\webapp\Web\wdoc\GereDadosGeraisDocumento\GereDadosGeraisDocumento.xhtml?44:1-56:1?3:4-11:5",1,2,2,0,0,0,2,0,1,9,5
"129","[787] mostraDivItemNaoDigitalizavel","D:\apps\wdoc\src\main\webapp\Web\wdoc\EditarDadosGeraisDocumento\scripts\abaItensNaoDigitalizaveis.js?9:0-19:1",2,2,2,0,0,0,4,0,2,10,5
"130","[798] mostraDivExisteProcesso","D:\apps\wdoc\src\main\webapp\Web\wdoc\EditarDadosGeraisDocumento\scripts\abaDadosGerais.js?132:0-142:1",2,2,2,0,0,0,4,0,2,10,5
"131","[903] abreJanela","D:\apps\table-jsf12\src\main\webapp\Web\MesaTrabalho\MesaGenerica.html?19:1-418:1?51:0-60:1",2,2,1,0,0,0,3,1,1,9,5
"132","[1199] verificaPossuiItensMinimos","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\Sessao\ReabrirSessao.xhtml?81:21-104:32?12:12-23:16",2,2,1,0,0,0,3,0,2,11,5
"133","[1250] botaoSair","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\ModeloDocumento\PesquisarVariosModelos.xhtml?33:5-125:9?45:8-57:9",1,2,2,0,0,0,3,0,0,8,5
"134","[1259] botaoSair","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\ModeloDocumento\CopiarVariosModelos.xhtml?42:5-201:9?45:8-57:9",1,2,2,0,0,0,3,0,0,8,5
"135","[1349] verificarSeRedimensionarTela","D:\apps\fulgas\fulgasWeb\src\main\resources\META-INF\resources\js\modelo_documento_criar.js?65:0-73:1",2,2,1,0,0,1,3,0,0,9,5
"136","[581] mostrarPainelComentario","D:\apps\wmgmt\src\main\webapp\Web\wmgmt\VisualizaProcesso\VisualizaProcesso.html?289:32-479:32?176:5-189:6",1,4,2,0,0,0,5,0,1,5,6
"137","[1234] carregarEventListeners","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\Pauta\IncluirEmPautaMenu.xhtml?26:1-63:1?22:2-36:3",1,4,2,0,0,0,5,0,0,5,6
"138","[1236] carregarEventListeners","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\Pauta\IncluirEmPautaFiltro.xhtml?37:16-118:1?60:8-74:9",1,4,2,0,0,0,5,0,0,5,6
"139","[1280] carregarEventListeners","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\InstrucaoGabinete\DistribuirMenuAtividade.xhtml?16:8-157:8?90:2-105:3",1,4,2,0,0,0,5,0,0,5,6
"140","[1289] carregarEventListeners","D:\apps\fulgas\fulgasWeb\src\main\webapp\web\InstrucaoGabinete\DistribuirMenu.xhtml?16:8-189:8?100:2-115:3",1,4,2,0,0,0,5,0,0,5,6
