"","functionName","fileLocation","declarationStmts","executableStmts","conditionalStmts","loopStmts","returnStmts","parametersCount","callExprs","newExprs","assignmentExprs","memberExprs","cluster"
"117","[256] setUnset","D:\github\fontes2\takeOut\shared-corporativo\src\main\webapp\Web\Shared\scripts\corporativo_dese.js?3323:0-3330:1",0,2,1,0,0,1,2,0,0,1,5
"118","[333] focusBotaoSalvarHoraPreenchida","D:\github\fontes2\takeOut\sagas2\sagas2Web\src\main\webapp\web\Sessao\EditarSessao.xhtml?18:16-148:16?91:3-98:7",0,3,1,0,0,1,3,0,0,3,5
"119","[364] exibirModalPautaReabertaDou","D:\github\fontes2\takeOut\sagas2\sagas2Web\src\main\webapp\web\Pauta\PublicarPauta.xhtml?38:16-78:1?12:1-18:2",0,2,1,0,0,1,2,0,0,2,5
"120","[365] exibirModalPautaReaberta","D:\github\fontes2\takeOut\sagas2\sagas2Web\src\main\webapp\web\Pauta\PublicarPauta.xhtml?38:16-78:1?4:1-10:2",0,2,1,0,0,1,2,0,0,2,5
"121","[377] focaBotaoFechar","D:\github\fontes2\takeOut\sagas2\sagas2Web\src\main\webapp\web\Pauta\EditarDadosProcessoNaPauta.xhtml?21:16-99:16?54:2-59:3",0,2,1,0,0,0,2,0,1,2,5
"122","[380] trataKeyUpTextoDadosPautaExplicativa","D:\github\fontes2\takeOut\sagas2\sagas2Web\src\main\webapp\web\Pauta\EditarDadosProcessoNaPauta.xhtml?21:16-99:16?4:2-9:9",0,2,0,0,0,1,2,0,1,3,5
"123","[624] abreJanelaAssinaturaDocumento","D:\github\fontes2\takeOut\eproc\src\main\webapp\Web\eProc\Recurso\EmitirAdmissibilidadePelaUnidade.xhtml?34:1-97:1?42:0-47:1",0,2,1,0,0,0,1,0,1,2,5
"124","[676] abreJanelaAssinaturaDocumento","D:\github\fontes2\takeOut\eproc\src\main\webapp\Web\eProc\Recurso\AssociarExameDeAdmissibilidade.xhtml?41:1-329:1?57:4-67:5",0,2,1,0,0,0,1,0,1,2,5
"125","[1064] recarregaContadorCaracteresHistorico","D:\github\fontes2\takeOut\eproc\src\main\webapp\Web\eProc\Acao\CancelarAcao.xhtml?28:1-55:1?5:1-14:2",0,2,0,0,0,0,3,0,0,2,5
"126","[1072] 12:8-149:8?96:16-102:17 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaMinXX.html?12:8-149:8?96:16-102:17",0,2,0,0,0,0,2,0,1,2,5
"127","[1075] 12:8-149:8?71:16-77:17 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaMinXX.html?12:8-149:8?71:16-77:17",0,2,0,0,0,0,2,0,1,2,5
"128","[1083] 12:5-140:5?96:64-102:65 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaDistribuidosAssessor.html?12:5-140:5?96:64-102:65",0,2,0,0,0,0,2,0,1,2,5
"129","[1086] 12:5-140:5?71:64-77:65 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaDistribuidosAssessor.html?12:5-140:5?71:64-77:65",0,2,0,0,0,0,2,0,1,2,5
"130","[1096] 12:8-149:8?96:16-102:17 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaDistribuidos.html?12:8-149:8?96:16-102:17",0,2,0,0,0,0,2,0,1,2,5
"131","[1099] 12:8-149:8?71:16-77:17 (expr)","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\MesaTrabalho\EGestao\Sessao\PesquisaAvancadaDistribuidos.html?12:8-149:8?71:16-77:17",0,2,0,0,0,0,2,0,1,2,5
"132","[1145] contabilizaAgrupadores","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\EGestao\scripts\egestao.js?99:0-106:1",0,2,0,0,0,0,4,0,0,2,5
"133","[1163] trataModalRichfaces","D:\github\fontes2\takeOut\edoc\src\main\webapp\Web\eDoc\scripts\eDoc.js?533:0-538:1",0,2,0,0,0,1,2,0,0,1,5
"134","[1342] callbackJanelaAssinatura","D:\github\fontes2\takeOut\econtas\econtasWeb\src\main\webapp\web\autuar\autuarProcessoContas.xhtml?22:13-75:13?16:16-21:17",0,2,1,0,0,0,3,0,0,2,5
"135","[49] picklistFocusHandler","D:\github\fontes2\takeOut\shared-corporativo\src\main\webapp\Web\Shared\scripts\rotinascontroles.js?518:0-531:1",2,5,2,0,0,1,3,0,4,8,6
"136","[236] picklistFocusHandler","D:\github\fontes2\takeOut\shared-corporativo\src\main\webapp\Web\Shared\scripts\corporativo_dese.js?4152:0-4165:1",2,5,2,0,0,1,3,0,4,8,6
"137","[1284] trataDataDocumento","D:\github\fontes2\takeOut\edoc\src\main\webapp\Web\eDoc\EditarDadosGeraisDocumento\scripts\abaDadosGerais.js?92:0-107:1",2,6,2,0,0,1,3,0,5,9,6
"138","[776] habilitaDesabilitaTxtAnoExercicioContas","D:\github\fontes2\takeOut\eproc\src\main\webapp\Web\eProc\IncluirEditarMonitoramento.xhtml?25:1-94:17?4:20-11:6",1,2,1,0,0,0,3,0,2,6,7
"139","[1144] expandeArvore","D:\github\fontes2\takeOut\egestao\src\main\webapp\Web\EGestao\scripts\egestao.js?111:0-119:1",1,3,1,0,0,1,4,0,2,8,7
"140","[1258] disparaOperacaoDadosGerais","D:\github\fontes2\takeOut\edoc\src\main\webapp\Web\eDoc\GereDadosGeraisDocumento\scripts\GereDadosGeraisDocumento.js?2:0-13:1",1,2,2,0,0,0,2,0,1,6,8
